seguidor_id,seguido_id,desde
user_3605,user_4883,2022-12-05
user_2528,user_8140,2023-07-11
user_2528,user_4274,2023-07-11
user_2528,user_2566,2022-06-25
user_3507,user_7303,2022-05-07
user_3507,user_8972,2022-01-28
user_3138,user_4533,2023-01-19
user_3138,user_4060,2022-08-14
user_3138,user_5193,2022-11-21
user_3138,user_4760,2023-04-18
user_5864,user_5918,2023-05-12
user_5864,user_1612,2022-03-23
user_5864,user_7904,2023-01-10
user_7194,user_2653,2023-05-23
user_7194,user_2547,2023-07-10
user_7194,user_1703,2022-05-01
user_7194,user_1295,2022-10-01
user_2694,user_8259,2023-09-29
user_2694,user_5449,2023-01-18
user_2694,user_9663,2023-03-11
user_2694,user_1709,2022-03-11
user_3010,user_2870,2023-11-29
user_3010,user_9598,2022-06-22
user_3010,user_2318,2022-08-01
user_3010,user_8011,2022-09-14
user_3010,user_4175,2023-07-29
user_9097,user_1110,2022-02-20
user_7402,user_2865,2022-08-21
user_7402,user_9000,2023-06-07
user_7402,user_4731,2023-07-14
user_7402,user_6286,2023-09-30
user_7402,user_6912,2023-06-14
user_7778,user_4041,2022-03-11
user_7778,user_7365,2023-12-11
user_7778,user_2693,2023-11-02
user_4445,user_8869,2023-09-19
user_4445,user_5681,2023-08-22
user_6137,user_4432,2022-01-20
user_6137,user_3985,2023-10-28
user_6137,user_4618,2023-08-12
user_6137,user_4152,2022-01-22
user_1515,user_4238,2023-07-09
user_1515,user_7770,2022-01-20
user_1515,user_2761,2023-11-22
user_1515,user_3358,2023-11-19
user_1515,user_9386,2023-06-12
user_8928,user_5611,2023-08-03
user_8928,user_2064,2022-02-12
user_8928,user_6291,2023-08-26
user_1082,user_3622,2023-07-11
user_1082,user_9458,2022-12-25
user_1082,user_3971,2022-08-18
user_1082,user_7303,2023-07-29
user_2992,user_7173,2023-01-08
user_2992,user_7687,2022-10-09
user_2992,user_4043,2022-11-26
user_9781,user_6665,2023-09-22
user_9781,user_7248,2023-03-30
user_9781,user_3697,2022-02-19
user_9781,user_2922,2023-03-07
user_9781,user_9265,2022-01-15
user_2880,user_3561,2022-04-30
user_2880,user_3119,2022-10-02
user_2880,user_9009,2022-02-09
user_3270,user_9464,2022-11-01
user_5384,user_5095,2023-10-24
user_5384,user_5694,2023-09-26
user_5384,user_4896,2022-02-17
user_5384,user_1721,2023-03-30
user_5384,user_3479,2022-08-14
user_5822,user_3270,2023-04-12
user_8144,user_2229,2023-11-17
user_5097,user_7891,2023-09-02
user_5097,user_2272,2022-02-03
user_5097,user_5430,2023-05-31
user_6105,user_9074,2023-08-13
user_8992,user_2175,2022-04-23
user_8992,user_6655,2023-11-22
user_8992,user_6659,2023-11-22
user_5451,user_9691,2023-08-19
user_5451,user_8077,2022-05-24
user_5451,user_4906,2023-03-08
user_5451,user_9334,2023-01-18
user_7275,user_6453,2022-08-22
user_7275,user_7835,2022-09-15
user_7275,user_1704,2022-11-20
user_6782,user_6416,2022-11-04
user_8363,user_7130,2022-04-04
user_8363,user_3073,2022-05-29
user_8363,user_5001,2023-10-01
user_8363,user_6444,2022-06-18
user_8035,user_6603,2022-10-09
user_2190,user_5950,2022-08-22
user_2190,user_8540,2023-01-05
user_2190,user_7597,2022-03-01
user_2190,user_4121,2022-12-25
user_2190,user_7669,2022-05-10
user_7094,user_6343,2023-04-18
user_7094,user_1679,2022-11-30
user_7094,user_1206,2023-10-14
user_7094,user_3509,2023-07-12
user_7094,user_4461,2022-02-17
user_3003,user_8817,2022-12-30
user_3003,user_7680,2022-11-18
user_3003,user_5972,2023-02-08
user_3003,user_8743,2022-05-18
user_3003,user_7130,2023-10-29
user_6388,user_3346,2022-12-27
user_6388,user_2137,2023-07-20
user_6388,user_1224,2022-10-22
user_6388,user_3932,2022-06-29
user_6388,user_1660,2022-02-20
user_6268,user_7895,2023-06-23
user_6268,user_2292,2023-09-07
user_7317,user_4416,2022-03-08
user_7317,user_2008,2022-07-27
user_7317,user_6862,2023-09-20
user_7317,user_6678,2023-05-05
user_9638,user_5303,2022-02-12
user_5555,user_6798,2023-12-13
user_7909,user_6416,2023-04-21
user_7909,user_3221,2023-01-10
user_8418,user_1978,2022-08-05
user_8418,user_9809,2022-11-23
user_5670,user_5625,2022-09-18
user_5670,user_9682,2023-05-01
user_5670,user_2599,2022-01-13
user_7599,user_2295,2022-12-30
user_7599,user_9014,2023-11-03
user_7599,user_1512,2023-05-25
user_7599,user_7522,2023-02-23
user_2137,user_8074,2023-10-23
user_2137,user_9497,2023-04-24
user_2137,user_7821,2023-12-17
user_5931,user_5057,2022-04-01
user_5931,user_1778,2022-02-19
user_5931,user_1519,2023-04-27
user_5931,user_6641,2023-08-02
user_5931,user_1567,2022-07-19
user_7559,user_1257,2023-07-30
user_7559,user_3067,2022-10-19
user_7559,user_5922,2023-11-10
user_7559,user_7669,2022-03-11
user_7559,user_1287,2023-03-09
user_2989,user_8151,2023-08-25
user_3273,user_3728,2022-12-24
user_3273,user_4896,2022-06-06
user_3273,user_7191,2022-03-27
user_3273,user_8295,2023-05-23
user_4708,user_3328,2023-08-10
user_4708,user_5116,2022-01-24
user_5985,user_9191,2023-03-30
user_7218,user_2324,2022-11-05
user_7218,user_8430,2022-06-12
user_7771,user_9057,2023-08-28
user_7771,user_6111,2022-08-21
user_9548,user_7973,2022-07-26
user_9548,user_1717,2023-07-16
user_9548,user_8272,2023-07-22
user_8830,user_1176,2023-07-23
user_6274,user_4640,2023-07-06
user_6274,user_7671,2022-04-11
user_2504,user_9866,2023-05-11
user_2504,user_1931,2022-01-01
user_2356,user_9591,2023-06-28
user_2356,user_2834,2023-02-28
user_2356,user_5876,2023-03-18
user_4373,user_7774,2023-10-10
user_4373,user_2344,2022-03-14
user_4373,user_4705,2022-06-13
user_4373,user_3111,2023-08-03
user_4373,user_8295,2023-08-28
user_9103,user_8059,2023-06-13
user_9103,user_5075,2022-04-21
user_9103,user_2822,2023-10-18
user_9103,user_2821,2023-02-07
user_9103,user_1269,2022-04-19
user_4078,user_3108,2022-11-06
user_4078,user_8197,2023-08-25
user_4418,user_8383,2023-09-13
user_4418,user_9592,2022-05-23
user_4418,user_4631,2022-09-24
user_4418,user_6399,2023-09-08
user_9420,user_8285,2023-05-23
user_8438,user_6253,2022-03-24
user_8438,user_3020,2022-11-28
user_8438,user_8301,2023-10-25
user_8438,user_4075,2022-08-30
user_8438,user_6986,2022-08-04
user_2731,user_2026,2023-01-03
user_2731,user_9495,2022-06-14
user_2731,user_3966,2023-11-24
user_2731,user_8280,2022-10-18
user_9412,user_8350,2023-07-30
user_9412,user_3991,2023-06-16
user_4079,user_1040,2023-05-11
user_4079,user_1740,2022-04-19
user_4079,user_5056,2023-10-23
user_4079,user_3407,2023-07-17
user_4079,user_4061,2023-08-29
user_3690,user_4366,2022-10-03
user_3690,user_1887,2022-07-01
user_3690,user_9886,2023-08-06
user_3690,user_9436,2022-02-07
user_3690,user_7173,2023-09-16
user_2672,user_6431,2022-04-05
user_2672,user_1485,2022-01-05
user_2672,user_4121,2022-08-22
user_2672,user_4673,2023-07-29
user_2672,user_6724,2022-10-13
user_2805,user_4075,2022-10-30
user_2805,user_2107,2023-11-04
user_4064,user_1944,2023-12-08
user_4064,user_3458,2023-09-18
user_4064,user_4159,2023-12-25
user_4064,user_8218,2022-08-06
user_4064,user_3024,2022-11-08
user_2938,user_3934,2022-04-04
user_2938,user_1388,2022-10-10
user_2938,user_2003,2022-12-12
user_2938,user_3230,2023-12-27
user_2938,user_3627,2023-11-15
user_8069,user_5493,2022-08-12
user_8069,user_3290,2023-07-31
user_8069,user_9365,2022-06-17
user_1870,user_8185,2023-10-15
user_1870,user_8921,2022-03-23
user_1870,user_8613,2023-04-08
user_1870,user_3207,2023-02-04
user_1870,user_8744,2022-10-29
user_2602,user_2671,2022-06-14
user_7923,user_7615,2023-08-06
user_7923,user_6978,2022-06-04
user_7923,user_1325,2023-03-20
user_9676,user_4709,2023-09-23
user_9676,user_1046,2022-01-28
user_9676,user_2086,2022-02-26
user_9676,user_3367,2023-01-19
user_9676,user_4442,2023-12-15
user_8103,user_9372,2022-12-05
user_8103,user_8959,2023-08-04
user_5078,user_7565,2023-07-15
user_4911,user_9946,2022-09-15
user_4911,user_2705,2022-06-13
user_4911,user_4766,2023-04-24
user_5513,user_7844,2023-09-20
user_5513,user_7241,2023-03-01
user_7421,user_1686,2022-11-29
user_7421,user_8516,2022-12-25
user_7421,user_3798,2022-09-02
user_7421,user_1781,2022-05-19
user_5718,user_2633,2023-12-27
user_5718,user_5751,2022-05-07
user_5718,user_2272,2023-04-24
user_4032,user_7245,2023-09-13
user_8811,user_4160,2023-09-25
user_8811,user_6374,2022-04-22
user_8811,user_7094,2023-08-12
user_8811,user_6950,2023-12-04
user_3789,user_2845,2023-02-28
user_3789,user_8842,2022-09-25
user_3323,user_9327,2023-09-19
user_3323,user_1152,2023-12-20
user_3323,user_4610,2023-11-11
user_3323,user_3174,2023-01-28
user_5322,user_3645,2023-01-22
user_5322,user_3422,2023-07-26
user_6769,user_6957,2022-06-06
user_6769,user_1985,2022-09-04
user_6769,user_6881,2023-02-28
user_1740,user_3422,2022-08-31
user_1740,user_2156,2022-02-24
user_1740,user_5764,2023-02-17
user_1740,user_6378,2023-04-09
user_1740,user_6766,2022-07-26
user_4740,user_9503,2022-09-13
user_4740,user_8702,2023-03-27
user_4740,user_2481,2022-11-09
user_4740,user_4713,2023-08-26
user_4740,user_2838,2022-12-17
user_9940,user_7463,2023-03-04
user_9940,user_1060,2022-01-19
user_9940,user_7893,2022-07-12
user_5153,user_7175,2022-02-26
user_5153,user_7818,2022-08-11
user_6777,user_6906,2022-09-04
user_6777,user_1325,2022-01-23
user_9484,user_2827,2022-05-14
user_9484,user_9486,2023-05-08
user_9484,user_3848,2023-08-06
user_9484,user_7479,2023-07-08
user_5003,user_1000,2022-09-10
user_5003,user_2436,2022-05-05
user_5003,user_6027,2023-03-15
user_6888,user_9774,2023-09-23
user_6888,user_4887,2022-12-11
user_4175,user_4798,2022-06-29
user_4175,user_6698,2022-09-20
user_4175,user_3856,2022-11-15
user_5487,user_1766,2022-12-17
user_5487,user_4602,2023-08-26
user_5487,user_6467,2022-05-09
user_5487,user_9284,2022-01-31
user_5487,user_8218,2022-11-29
user_8360,user_5829,2023-12-20
user_6715,user_6247,2022-02-03
user_7836,user_6350,2023-05-23
user_7836,user_3734,2023-05-27
user_7836,user_6280,2022-04-05
user_7836,user_7374,2022-09-11
user_7836,user_4613,2022-05-13
user_1673,user_4757,2023-09-13
user_1673,user_6545,2023-08-09
user_1673,user_2003,2023-08-31
user_1673,user_7873,2023-03-31
user_6685,user_7854,2023-09-04
user_6685,user_1256,2022-12-26
user_9174,user_9732,2022-03-06
user_9174,user_3113,2022-06-30
user_9174,user_9663,2022-05-08
user_9174,user_2096,2022-05-03
user_3461,user_9856,2022-10-25
user_3461,user_8234,2022-07-01
user_3461,user_5315,2023-07-17
user_3461,user_4546,2022-08-15
user_2058,user_2763,2022-04-10
user_2058,user_6438,2022-09-21
user_2058,user_6690,2022-09-16
user_2058,user_3589,2022-07-02
user_1670,user_8311,2022-06-06
user_1670,user_2245,2023-06-24
user_1670,user_1142,2023-10-11
user_1817,user_8674,2022-03-31
user_1817,user_6925,2022-06-20
user_1817,user_5728,2022-08-26
user_1817,user_9583,2023-05-05
user_1817,user_5591,2022-05-12
user_8752,user_5361,2022-03-19
user_5948,user_8547,2022-04-07
user_3280,user_8375,2022-06-16
user_3280,user_1755,2023-10-10
user_3280,user_7498,2022-09-22
user_3280,user_9937,2022-05-28
user_5871,user_8364,2022-02-20
user_5871,user_2190,2022-04-01
user_5871,user_8446,2023-01-28
user_5871,user_6012,2022-10-14
user_9942,user_1180,2023-11-16
user_9942,user_7245,2023-10-08
user_9942,user_6827,2022-11-07
user_2573,user_4583,2022-06-23
user_2573,user_9275,2023-11-09
user_2573,user_8698,2023-04-24
user_8673,user_5822,2022-01-15
user_8673,user_5784,2023-03-05
user_1432,user_9342,2022-10-13
user_1432,user_3627,2023-06-05
user_1432,user_7583,2022-12-05
user_5954,user_5101,2022-03-25
user_5954,user_6960,2022-11-30
user_5954,user_2326,2023-11-11
user_3063,user_5065,2023-08-02
user_3063,user_6555,2022-06-20
user_8582,user_6629,2023-05-07
user_8582,user_6880,2023-10-21
user_8582,user_6586,2023-03-19
user_8582,user_8962,2022-05-01
user_8582,user_5850,2023-01-27
user_2387,user_8053,2023-10-17
user_8888,user_6190,2022-11-08
user_8888,user_9743,2023-05-22
user_1868,user_9871,2022-01-14
user_1868,user_5059,2023-02-28
user_1868,user_9829,2022-05-05
user_1868,user_8019,2023-01-13
user_1868,user_7437,2023-03-08
user_5929,user_5372,2022-12-23
user_8945,user_4944,2022-05-02
user_8945,user_7808,2023-08-09
user_8945,user_8998,2023-02-27
user_4347,user_8679,2023-11-15
user_4347,user_3778,2022-02-21
user_9287,user_1481,2022-03-07
user_5264,user_5356,2022-12-20
user_5264,user_1200,2023-03-09
user_3797,user_1981,2023-08-24
user_3797,user_1940,2023-10-23
user_3797,user_4362,2023-12-27
user_3797,user_5044,2023-12-29
user_3797,user_6909,2023-11-30
user_7409,user_9428,2023-03-01
user_7409,user_4292,2022-11-24
user_7409,user_3877,2022-07-19
user_7409,user_7899,2023-04-05
user_7409,user_6719,2023-12-02
user_2968,user_9176,2023-07-05
user_5960,user_8820,2023-04-21
user_5960,user_7033,2023-09-30
user_5960,user_2492,2022-03-24
user_8282,user_1161,2023-12-01
user_8282,user_7451,2023-08-23
user_8282,user_6488,2022-04-12
user_8666,user_1110,2022-07-15
user_8666,user_8264,2022-12-08
user_8666,user_4631,2023-08-09
user_8666,user_6624,2022-10-22
user_8666,user_8771,2022-01-13
user_9244,user_5797,2023-01-07
user_9244,user_1388,2022-01-13
user_9244,user_8231,2022-09-05
user_9244,user_4799,2022-12-23
user_6558,user_6341,2022-01-31
user_6558,user_6463,2022-10-31
user_6558,user_6309,2022-09-01
user_6558,user_3119,2022-05-21
user_6558,user_9154,2022-07-31
user_5560,user_2291,2023-07-06
user_5560,user_7382,2023-02-16
user_5560,user_4542,2023-07-23
user_5560,user_5116,2022-07-25
user_5560,user_7841,2023-09-01
user_9306,user_3415,2022-04-15
user_9306,user_7851,2022-09-08
user_2107,user_3561,2022-11-26
user_2107,user_7922,2023-07-16
user_2107,user_3157,2022-08-15
user_2107,user_3670,2023-10-14
user_2107,user_4137,2023-02-23
user_4793,user_5687,2023-08-04
user_4793,user_7929,2023-03-24
user_4793,user_4028,2023-03-30
user_7882,user_3889,2022-10-14
user_7882,user_9028,2022-06-17
user_7882,user_1257,2023-06-11
user_7882,user_9398,2022-12-17
user_5103,user_4188,2023-04-28
user_5103,user_2287,2023-05-26
user_5103,user_6363,2022-04-01
user_5103,user_8411,2023-05-19
user_7187,user_4133,2022-10-08
user_7187,user_4505,2022-02-21
user_4272,user_6280,2022-09-26
user_4272,user_9097,2023-05-23
user_4272,user_6060,2022-03-31
user_8168,user_7114,2022-04-03
user_8168,user_3084,2023-07-27
user_8168,user_6429,2022-04-25
user_8168,user_2262,2022-08-17
user_8168,user_2734,2022-04-03
user_4296,user_4172,2022-08-31
user_4296,user_2780,2023-08-10
user_4296,user_1553,2023-12-06
user_4296,user_9977,2022-08-19
user_4296,user_2383,2022-08-03
user_9659,user_8080,2022-12-16
user_9659,user_3483,2022-06-15
user_9659,user_4813,2022-11-18
user_9659,user_3751,2023-07-27
user_9659,user_6946,2022-03-16
user_1397,user_3528,2022-06-02
user_1397,user_4151,2023-10-07
user_1397,user_3278,2023-02-07
user_4334,user_2465,2023-03-26
user_4334,user_4566,2023-11-18
user_4334,user_1013,2023-01-13
user_4334,user_8725,2022-09-06
user_1085,user_4156,2022-07-16
user_1085,user_5660,2022-08-12
user_1085,user_9499,2023-12-27
user_1085,user_5277,2023-05-28
user_9653,user_4618,2023-09-10
user_9653,user_6134,2023-02-09
user_3083,user_4461,2023-03-29
user_3083,user_9107,2023-12-28
user_3083,user_2182,2022-06-11
user_3083,user_8881,2023-07-10
user_2932,user_2044,2023-06-03
user_2932,user_2693,2023-12-24
user_2932,user_9306,2023-06-03
user_2932,user_9933,2022-08-07
user_9755,user_6361,2023-11-23
user_9755,user_4362,2022-07-11
user_9755,user_1902,2023-06-03
user_9192,user_2737,2023-06-13
user_9192,user_4250,2022-03-31
user_9192,user_1777,2022-01-26
user_9192,user_9525,2023-05-16
user_9192,user_7365,2022-02-06
user_1928,user_4773,2022-08-04
user_1928,user_5579,2023-03-26
user_4285,user_6038,2023-10-30
user_4285,user_5931,2023-11-24
user_4285,user_3057,2022-12-03
user_4285,user_7249,2022-04-08
user_4285,user_4860,2022-02-20
user_3282,user_3263,2023-05-26
user_3282,user_6734,2023-01-10
user_3282,user_9262,2023-03-14
user_3282,user_7700,2023-01-01
user_2021,user_5371,2022-05-19
user_2021,user_4219,2022-07-14
user_2021,user_4943,2022-01-03
user_2021,user_7654,2023-04-13
user_1579,user_4978,2023-02-28
user_1579,user_6629,2023-01-07
user_1579,user_3507,2023-10-05
user_2320,user_9750,2022-06-03
user_2320,user_8068,2022-08-30
user_2320,user_9808,2023-06-30
user_5432,user_3409,2022-04-18
user_5432,user_4811,2022-06-22
user_5432,user_2102,2023-03-29
user_5432,user_2007,2022-07-16
user_5432,user_8392,2023-02-18
user_1583,user_9197,2023-01-19
user_6738,user_2477,2022-06-13
user_6738,user_1269,2022-02-21
user_6738,user_4881,2022-08-30
user_4731,user_7563,2022-06-28
user_4731,user_5985,2022-07-08
user_4214,user_4702,2023-10-12
user_4214,user_1582,2023-10-30
user_4214,user_8368,2022-02-25
user_1296,user_8028,2023-10-19
user_1296,user_1540,2022-06-07
user_1296,user_3554,2023-12-18
user_1296,user_7713,2023-05-20
user_7342,user_1860,2023-12-24
user_7342,user_8334,2022-10-24
user_7342,user_6473,2023-05-15
user_7342,user_4188,2022-10-01
user_7342,user_3024,2023-02-21
user_8040,user_6511,2022-10-21
user_8040,user_8851,2022-10-30
user_8040,user_6684,2022-04-06
user_7024,user_7025,2023-07-15
user_7024,user_1879,2023-08-24
user_8152,user_3082,2023-04-08
user_2507,user_1187,2022-04-16
user_2507,user_3432,2022-10-17
user_2507,user_4860,2022-07-27
user_2507,user_3960,2023-06-06
user_2507,user_5972,2023-12-04
user_1931,user_8183,2022-12-10
user_1931,user_1063,2022-03-13
user_8185,user_5884,2022-02-26
user_8185,user_1266,2023-02-23
user_8185,user_5129,2023-07-14
user_6146,user_6734,2023-11-20
user_5790,user_3367,2023-11-02
user_5790,user_2573,2023-07-07
user_5790,user_1580,2023-03-31
user_8843,user_1777,2023-10-10
user_2251,user_7449,2022-05-09
user_4609,user_2104,2023-12-21
user_4609,user_5962,2022-01-11
user_4609,user_3456,2023-09-21
user_4609,user_3370,2022-09-05
user_7011,user_3237,2023-12-01
user_7011,user_2992,2022-11-25
user_9631,user_9709,2022-12-21
user_9631,user_7118,2022-09-07
user_9631,user_8917,2023-11-17
user_9631,user_4759,2022-09-22
user_9631,user_5059,2023-04-29
user_5583,user_6918,2023-12-15
user_5583,user_2389,2022-04-28
user_5583,user_8814,2023-06-24
user_5583,user_1037,2023-12-07
user_5583,user_4192,2022-03-12
user_1587,user_5203,2022-08-18
user_1587,user_9363,2022-03-16
user_1587,user_6482,2022-07-13
user_8434,user_9368,2023-01-28
user_8434,user_8275,2023-12-05
user_1553,user_7088,2022-06-06
user_1553,user_6985,2022-07-13
user_1553,user_7874,2023-04-09
user_1553,user_8107,2023-08-05
user_1553,user_8253,2023-04-25
user_1978,user_6451,2022-02-22
user_1978,user_3385,2022-03-20
user_1978,user_2002,2023-06-30
user_1978,user_8625,2022-06-22
user_7302,user_6932,2023-03-27
user_7302,user_1665,2023-04-12
user_7302,user_1244,2023-01-29
user_4370,user_6376,2022-04-14
user_4370,user_9230,2022-02-28
user_4370,user_5961,2023-02-17
user_4370,user_8539,2022-06-28
user_4370,user_8332,2023-10-12
user_9724,user_7670,2022-04-28
user_9724,user_9022,2023-03-26
user_9724,user_7669,2023-11-16
user_9724,user_9678,2023-07-22
user_1512,user_2526,2023-02-23
user_1512,user_7670,2022-04-04
user_1512,user_8520,2022-12-20
user_5301,user_4423,2023-06-07
user_5301,user_3936,2023-03-31
user_6586,user_8194,2022-04-01
user_6586,user_8214,2022-01-21
user_6586,user_7825,2022-01-14
user_6586,user_4741,2023-06-11
user_2789,user_1498,2023-02-18
user_2789,user_6071,2022-12-17
user_2789,user_8536,2023-07-26
user_9761,user_1618,2022-09-08
user_9761,user_6484,2023-11-07
user_9761,user_5156,2022-03-03
user_9761,user_6515,2022-04-03
user_9501,user_6319,2022-06-17
user_9501,user_6754,2022-04-26
user_9501,user_1798,2022-11-08
user_9501,user_7114,2022-07-20
user_1248,user_3874,2023-07-31
user_1248,user_8835,2023-03-18
user_1248,user_6867,2023-09-29
user_2401,user_7382,2022-12-29
user_5846,user_6617,2022-12-08
user_5846,user_5957,2023-11-04
user_5846,user_1408,2022-10-02
user_5846,user_1558,2023-01-19
user_1632,user_2783,2022-07-27
user_1632,user_5715,2023-11-07
user_6259,user_5430,2022-03-08
user_6259,user_3796,2022-09-27
user_8271,user_7190,2022-07-10
user_8271,user_2458,2023-06-12
user_8271,user_1778,2022-08-21
user_1145,user_8204,2023-03-14
user_1145,user_9992,2022-02-26
user_1145,user_6005,2022-11-19
user_1145,user_5994,2023-08-26
user_8867,user_6413,2023-12-30
user_8867,user_1871,2023-07-04
user_2303,user_4670,2022-11-10
user_2303,user_8775,2022-01-07
user_6145,user_9035,2022-12-20
user_6145,user_8412,2023-03-27
user_6145,user_9835,2023-05-29
user_6145,user_2711,2023-11-20
user_6145,user_3928,2022-10-13
user_4812,user_2834,2023-08-14
user_4812,user_4029,2023-07-14
user_4812,user_2940,2023-04-04
user_4812,user_3779,2023-10-22
user_4812,user_3930,2022-02-27
user_4018,user_9133,2023-05-29
user_4018,user_5850,2022-08-14
user_4018,user_7020,2022-07-06
user_4018,user_8859,2022-08-28
user_1264,user_8744,2023-06-15
user_1264,user_3367,2022-06-20
user_1264,user_9757,2022-01-22
user_9854,user_7231,2023-03-03
user_9854,user_1591,2022-05-27
user_9854,user_2336,2022-04-02
user_9854,user_6015,2022-10-03
user_9854,user_6595,2022-05-03
user_4845,user_2868,2022-05-05
user_4845,user_8784,2022-03-02
user_4845,user_4768,2023-07-13
user_4845,user_8567,2022-01-22
user_4845,user_8727,2022-01-15
user_9305,user_7140,2022-08-19
user_9305,user_6401,2023-04-12
user_2268,user_7131,2023-05-04
user_2268,user_1934,2022-04-03
user_2268,user_1193,2023-12-26
user_2268,user_7468,2023-11-27
user_2268,user_4721,2022-12-08
user_7084,user_6228,2022-05-03
user_7084,user_4151,2022-03-16
user_7084,user_4544,2022-06-25
user_7084,user_3233,2023-05-21
user_6350,user_7550,2023-02-15
user_6350,user_1839,2022-06-09
user_6350,user_7318,2022-07-12
user_6350,user_8002,2023-03-14
user_3626,user_2577,2023-05-14
user_3626,user_1922,2022-03-28
user_3626,user_9770,2023-10-11
user_3458,user_3930,2022-06-14
user_3458,user_1018,2022-04-19
user_4464,user_9851,2023-04-04
user_4464,user_4794,2023-01-14
user_4464,user_5030,2022-09-27
user_1534,user_4801,2022-06-07
user_1534,user_6042,2022-10-22
user_7243,user_6343,2022-12-02
user_4679,user_6846,2023-07-03
user_4679,user_1163,2022-10-27
user_4679,user_3040,2023-09-29
user_4679,user_8950,2023-03-24
user_4679,user_5360,2023-12-02
user_9982,user_4495,2022-03-26
user_9982,user_2250,2023-10-14
user_9982,user_7459,2023-12-03
user_9982,user_1924,2022-10-18
user_9982,user_7543,2023-09-05
user_8225,user_3827,2023-01-11
user_8225,user_8204,2023-06-01
user_8225,user_9300,2023-12-12
user_8225,user_4715,2023-11-09
user_8225,user_3734,2023-06-07
user_5801,user_3650,2022-12-06
user_5801,user_8294,2023-12-14
user_5801,user_9394,2022-01-16
user_6930,user_5728,2023-02-23
user_6930,user_3584,2022-07-13
user_6930,user_3247,2023-09-21
user_7716,user_8183,2022-08-17
user_9284,user_1762,2022-11-27
user_9284,user_7577,2023-03-09
user_9284,user_3698,2023-03-05
user_4774,user_9570,2023-06-28
user_4774,user_6702,2023-07-14
user_4764,user_5513,2023-01-05
user_9808,user_1018,2023-11-14
user_6596,user_3953,2022-10-31
user_6596,user_6666,2023-11-28
user_7692,user_9142,2023-03-05
user_7692,user_5483,2022-12-03
user_7692,user_8864,2023-11-03
user_2979,user_8830,2023-06-28
user_8698,user_9478,2022-06-19
user_1558,user_9064,2022-01-11
user_2196,user_4990,2022-09-26
user_2196,user_3174,2023-03-16
user_2196,user_3489,2022-06-29
user_7591,user_5102,2023-10-29
user_7591,user_9617,2022-04-02
user_7591,user_4947,2023-01-26
user_7591,user_3355,2022-01-31
user_7591,user_3243,2022-10-01
user_2765,user_1512,2023-10-03
user_2765,user_3354,2023-08-16
user_2765,user_8972,2023-01-03
user_2765,user_4826,2023-02-06
user_6815,user_5789,2022-06-23
user_6815,user_6083,2022-11-27
user_6815,user_1301,2023-04-28
user_6815,user_3318,2023-07-09
user_8138,user_6292,2023-06-09
user_8138,user_7226,2022-03-02
user_3205,user_4412,2023-04-25
user_3205,user_5347,2022-08-04
user_9345,user_4089,2022-08-15
user_9345,user_6394,2023-05-22
user_9345,user_9564,2022-12-13
user_9345,user_5922,2022-09-13
user_9345,user_6015,2022-05-08
user_7060,user_7715,2023-10-13
user_7215,user_2807,2022-09-04
user_7215,user_2486,2023-03-23
user_7215,user_6214,2023-03-19
user_9334,user_3416,2022-05-08
user_9334,user_6190,2023-09-19
user_9334,user_2096,2022-05-02
user_9334,user_2163,2022-08-14
user_9334,user_3353,2023-09-03
user_2587,user_6386,2023-10-01
user_2587,user_7589,2023-11-20
user_2587,user_9038,2023-07-26
user_2587,user_4922,2023-11-11
user_6588,user_6166,2022-03-17
user_6588,user_3421,2023-06-01
user_6588,user_1834,2023-04-30
user_9604,user_4349,2022-12-08
user_9604,user_9007,2023-05-31
user_9604,user_9830,2022-02-12
user_9604,user_2362,2022-08-20
user_5673,user_6618,2022-01-28
user_3923,user_7147,2023-10-09
user_3923,user_6235,2022-09-05
user_3923,user_7318,2023-04-11
user_3923,user_2610,2022-03-20
user_3923,user_4249,2023-08-20
user_8053,user_5506,2023-06-27
user_3713,user_6953,2022-01-25
user_3713,user_6007,2022-02-10
user_3713,user_6142,2023-07-22
user_3713,user_8367,2023-11-14
user_3713,user_6990,2023-07-10
user_5726,user_4513,2023-10-31
user_5726,user_1669,2022-10-07
user_5726,user_6581,2023-04-22
user_4795,user_9936,2023-09-30
user_4795,user_3935,2023-02-05
user_4795,user_2524,2023-04-15
user_4795,user_8244,2022-03-17
user_3766,user_1855,2023-03-12
user_3766,user_1657,2022-10-25
user_3766,user_4273,2023-06-03
user_9844,user_6402,2023-05-05
user_9844,user_4311,2022-07-20
user_9844,user_4151,2022-12-20
user_9844,user_5075,2022-05-09
user_1109,user_1483,2022-10-03
user_1109,user_4721,2022-08-10
user_1109,user_8460,2023-07-29
user_1109,user_8527,2023-04-27
user_1109,user_6989,2022-08-10
user_7054,user_2525,2023-10-09
user_7054,user_7752,2022-07-29
user_2965,user_7159,2023-03-18
user_2965,user_6467,2023-01-18
user_2965,user_5054,2023-02-18
user_5309,user_1786,2023-04-20
user_5309,user_4320,2023-03-07
user_5309,user_3622,2023-07-29
user_5309,user_9207,2023-11-09
user_5562,user_1095,2022-08-08
user_5562,user_4970,2023-06-25
user_5562,user_9885,2023-10-20
user_6795,user_1790,2023-05-14
user_2218,user_5598,2022-04-20
user_2218,user_5823,2023-09-24
user_2218,user_7866,2023-12-26
user_2218,user_4514,2023-12-19
